Source,FactualReporting,BiasRating,MediaType,TrafficPopularity,MbfcCredibilityRating,Reasoning,Country,WorldPressFreedomRank,PageUrl
bjreview.com,Mixed,,,,,"Poor Sourcing, State Propaganda",China,,https://mediabiasfactcheck.com/beijing-review/
geoengineeringwatch.org,Low,,,,,,USA,,https://mediabiasfactcheck.com/geoengineering-watch/
addictinginfo.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/addicting-info/
apa.org,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/american-psychological-association-apa/
adn.com,High,,,,,,USA,,https://mediabiasfactcheck.com/anchorage-daily-news/
baxterbulletin.com,High,,,,,,,,https://mediabiasfactcheck.com/the-baxter-bulletin/
latitudes.org,Mixed,NotRated,OrganizationFoundation,MinimalTraffic,LowCredibility,,USA,45,https://mediabiasfactcheck.com/acn-latitudes/
assassinationscience.com,Low,Conspiracy,Website,MinimalTraffic,LowCredibility,,USA,44,https://mediabiasfactcheck.com/assassination-science/
americatalks.com,,,,,,"Extreme Right, Conspiracy, Poor Sourcing, Fake News, Lack of Transparency",USA,,https://mediabiasfactcheck.com/america-talks-with-david-zublick-bias-credibility-rating/
americanconservativemedia.com,Mixed,,,,,"Lack of Transparency, Poor Sourcing",USA,,https://mediabiasfactcheck.com/american-conservative-media/
heritage.org,Mixed,Right,OrganizationFoundation,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/heritage-foundation/
elpasotimes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/el-paso-times/
hsionline.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/health-sciences-institute/
news9.com,High,,,,,,USA,,https://mediabiasfactcheck.com/kwtv-news9/
liberalplug.com/,Low,,,,,"Extreme Left, Propaganda, Fake News",USA,,https://mediabiasfactcheck.com/liberal-plug/
npcdaily.com,,,,,,,USA,,https://mediabiasfactcheck.com/npc-daily/
magadailyreport.com,Mixed,,,,,"Lack of Transparency, Poor Sourcing",USA,,https://mediabiasfactcheck.com/maga-daily-report/
courant.com,Mixed,,,,,"Imposter Site, Lack of Transparency, False Information",USA,,https://mediabiasfactcheck.com/mobile-courant/
globalinfotoday.com,Low,,,,,,,,https://mediabiasfactcheck.com/global-info-today/
madamericannetwork.com,Low,,,,,,,,https://mediabiasfactcheck.com/mad-american-network/
middleeastmonitor.com,Mixed,,,,,,United Kingdom,,https://mediabiasfactcheck.com/middle-east-monitor/
leftsideofhistory.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/left-side-of-history/
noqreport.com,Low,FarRight,Website,MediumTraffic,LowCredibility,"Poor Sourcing, Conspiracy Theories, Propaganda, Lack of Transparency, Failed Fact Checks",USA,45,https://mediabiasfactcheck.com/noq-report/
kansascity.com,High,,,,,,USA,,https://mediabiasfactcheck.com/kansas-city-star/
hermancain.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/hermancain-com/
shafaaq.com,Mixed,,,,,"Lack of Transparency, Poor Sourcing, Propaganda",Iraq,,https://mediabiasfactcheck.com/shafaq-news/
revolution-news.com,High,,,,,,,,https://mediabiasfactcheck.com/revolution-news/
ft.com,Mixed,,,,,"Lack of Transparency, Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Fake News",Unknown,,https://mediabiasfactcheck.com/usright-left-com/
juancole.com,High,,,,,,,,https://mediabiasfactcheck.com/informed-comment/
guns.com,High,,,,,,USA,,https://mediabiasfactcheck.com/guns-com/
hoover.org,High,RightCenter,OrganizationFoundation,,HighCredibility,,USA,45,https://mediabiasfactcheck.com/hoover-institution/
jta.org,High,,,,,,USA,,https://mediabiasfactcheck.com/jewish-telegraphic-agency-jta/
geoengineering.news,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/geoengineering-news/
observeronline.news,,,,,,,,,https://mediabiasfactcheck.com/observer-online/
dailybulletin.com,High,,,,,,USA,,https://mediabiasfactcheck.com/inland-valley-daily-bulletin/
ifamericaknew.org,High,,,,,,USA,,https://mediabiasfactcheck.com/if-america-knew/
knowledgeoftoday.org,Low,,,,,,,,https://mediabiasfactcheck.com/knowledge-of-today/
mrcblog.com,Low,,,,,,,,https://mediabiasfactcheck.com/mr-conservative-mrc/
fitsnews.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/fitsnews/
leadstories.com,VeryHigh,LeastBiased,Website,MediumTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/lead-stories/
gearsofbiz.com,High,,,,,,,,https://mediabiasfactcheck.com/gears-of-biz/
livingwhole.org,Mixed,,,,,,Canada,,https://mediabiasfactcheck.com/living-whole/
liberalspeak.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/liberal-speak/
loser.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/loser-com/
geek.com,High,,,,,,USA,,https://mediabiasfactcheck.com/geek-com/
jezebel.com,High,,,,,,USA,,https://mediabiasfactcheck.com/jezebel/
aljazeera.com,Mixed,LeftCenter,TvStation,HighTraffic,MediumCredibility,,Qatar,125,https://mediabiasfactcheck.com/al-jazeera/
daily.jstor.org,High,,,,,,USA,,https://mediabiasfactcheck.com/jstore-daily/
courier-journal.com,High,LeftCenter,Newspaper,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/the-courier-journal/
nymag.com,High,Left,Magazine,HighTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/new-york-magazine/
independentsciencenews.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/independent-science-news/
humanevents.com,Mixed,Right,Website,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/human-events/
junkscience.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/junkscience-com/
infoscum.com,Mixed,,,,,Lack Of Transparency,Canada,,https://mediabiasfactcheck.com/infoscum/
heartland.org,Low,,,,,"Propaganda, Numerous Failed Fact Checks, Lack of Transparency",USA,,https://mediabiasfactcheck.com/heartland-institute/
mediashift.org,High,,,,,,,,https://mediabiasfactcheck.com/mediashift/
hillarydaily.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/hillary-daily/
houstonchronicle.com,High,,,,,,USA,,https://mediabiasfactcheck.com/houston-chronicle/
protrumpnews.com,Low,,,,,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/pro-trump-news/
theringer.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-ringer/
healthy-holistic-living.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/healthy-holistic-living/
globalpoliticsnow.com,Low,,,,,,,,https://mediabiasfactcheck.com/global-politics-now/
mindbodygreen.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/mindbodygreen/
dissentmagazine.org,High,,,,,,USA,,https://mediabiasfactcheck.com/dissent-magazine/
ecowatch.com,High,,,,,,USA,,https://mediabiasfactcheck.com/ecowatch/
ihypocrite.net,Mixed,,,,,"Extreme Right, Propaganda, Conspiracy",USA,,https://mediabiasfactcheck.com/i-hypocrite/
factwire.org,High,,,,,,Hong Kong,,https://mediabiasfactcheck.com/factwire-news-agency/
en-volve.com,VeryLow,ExtremeRight,Website,MediumTraffic,LowCredibility,"Propaganda, Fake News, Failed Fact Checks, Poor Sourcing, Conspiracy Theories, Lack of Transparency",USA,45,https://mediabiasfactcheck.com/en-volve/
gotquestions.org,Low,,,,,,,,https://mediabiasfactcheck.com/got-questions-gotquestions-org/
food.news/,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/food-news/
freewheelus.com,High,,,,,,,,https://mediabiasfactcheck.com/free-wheel-media/
gop.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/lyin-comey/
hangthebankers.com,Low,,,,,"Extreme Right, Propaganda, Conspiracy",Unknown,,https://mediabiasfactcheck.com/hang-the-bankers/
newsbud.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/newsbud/
afr.com,High,,,,,,Australia,,https://mediabiasfactcheck.com/the-australian-financial-review/
cnas.org,High,,,,,,USA,,https://mediabiasfactcheck.com/center-for-a-new-american-security/
newsgru.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/newsgru/
ontarioproud.ca,High,,,,,,Canada,,https://mediabiasfactcheck.com/ontario-proud/
nova-magazine.net,Mixed,,,,,,,,https://mediabiasfactcheck.com/nova-magazine/
emirates247.com,Mixed,,,,,"Pro-State Propaganda, Censorship",United Arab Emirates,,https://mediabiasfactcheck.com/emirates-247/
climatesciencewatch.org,High,,,,,,USA,,https://mediabiasfactcheck.com/climate-science-and-policy-watch/
forwardprogressives.com,High,,,,,,,,https://mediabiasfactcheck.com/forward-progressives/
nzherald.co.nz,High,,,,,,New Zealand,,https://mediabiasfactcheck.com/new-zealand-herald/
healthimpactnews.com,Low,,,,,,USA,,https://mediabiasfactcheck.com/health-impact-news/
publicinterestlegal.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/public-interest-legal-foundation/
bringmethenews.com,High,,,,,,USA,,https://mediabiasfactcheck.com/bring-me-the-news/
dailydems.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/daily-dems/
justthenews.com,Mixed,Right,Website,HighTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/just-the-news/
healtheternally.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/health-eternally/
fairus.org,Low,,,,,"Extreme Right, Anti-Immigration Propaganda, Conspiracy Theories, Misleading Claims",USA,,https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/
thenationalpulse.com,Mixed,ExtremeRight,Website,MediumTraffic,LowCredibility,"Propaganda, Conspiracy, Failed Fact Checks",USA,45,https://mediabiasfactcheck.com/the-national-pulse/
academia.org,Mixed,Right,OrganizationFoundation,MinimalTraffic,LowCredibility,,USA,45,https://mediabiasfactcheck.com/accuracy-in-academia-aia/
miamiherald.com,High,,,,,,USA,,https://mediabiasfactcheck.com/miami-herald/
space.com,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
magavoter.com,Low,,,,,"Right Wing Propaganda, Poor Sourcing, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/magavoter-com/
dailygazette.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-daily-gazette/
betootaadvocate.com,,,,,,,,,https://mediabiasfactcheck.com/the-betoota-advocate/
blackamericaweb.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/black-america-web/
rinf.com,Low,,,,,,,,https://mediabiasfactcheck.com/rinf/
learnliberty.org,High,,,,,,USA,,https://mediabiasfactcheck.com/learn-liberty/
globalriskinsights.com,High,,,,,,,,https://mediabiasfactcheck.com/global-risk-insights-gri/
healio.com,High,,,,,,USA,,https://mediabiasfactcheck.com/healio/
thefifthcolumnnews.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/fifth-column-news/
china.org.cn,Mixed,,,,,,China,,https://mediabiasfactcheck.com/china-internet-information-center/
foxnews.com,Mixed,Right,TvStation,HighTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/fox-news-bias/
seattletimes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/seattle-times/
lavendermagazine.com,High,,,,,,USA,,https://mediabiasfactcheck.com/lavender-magazine/
issues.org,High,,,,,,USA,,https://mediabiasfactcheck.com/issues-in-science-and-technology/
globalslaveryindex.org,High,,,,,,Australia,,https://mediabiasfactcheck.com/global-slavery-index/
helvidius.org,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/journal-of-politics-and-society/
patriotnewsalerts.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/patriot-news-alerts/
panampost.com,High,,,,,,USA,,https://mediabiasfactcheck.com/panam-post/
knightfoundation.org,High,,,,,,USA,,https://mediabiasfactcheck.com/knight-foundation/
scorchedearthnews.com,,,,,,,,,https://mediabiasfactcheck.com/scorched-earth-news/
nowtheendbegins.com,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/now-the-end-begins/
mb.com.ph,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
femalista.com,Mixed,,,,,"Poor Sourcing, Lack of Transparency",USA,,https://mediabiasfactcheck.com/femalista/
lfpress.com,MostlyFactual,,,,,,Canada,,https://mediabiasfactcheck.com/london-free-press/
colddeadhands.us,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/cold-dead-hands/
msmagazine.com,High,Left,Magazine,MediumTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/ms-magazine/
rasmussenreports.com,High,RightCenter,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/rasmussen-reports/
gothamist.com,High,,,,,,USA,,https://mediabiasfactcheck.com/gothamist/
lewrockwell.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/attack-the-system/
nationalmemo.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/the-national-memo/
lethbridgeherald.com,High,,,,,,Canada,,https://mediabiasfactcheck.com/lethbridge-herald/
americarisingpac.org/,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/america-rising-pac/
news.com.au,MostlyFactual,RightCenter,Website,HighTraffic,HighCredibility,,Australia,26,https://mediabiasfactcheck.com/news-com-au/
healthdata.org,High,,,,,,USA,,https://mediabiasfactcheck.com/institute-for-health-metrics-and-evaluation-healthdata-org/
liberalexaminer.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/liberal-examiner/
govtrack.us,High,,,,,,USA,,https://mediabiasfactcheck.com/govtrack/
truthrevolt.org,Low,,,,,,,,https://mediabiasfactcheck.com/truth-revolt/
prepareforchange.net,Low,,,,,,Unknown,,https://mediabiasfactcheck.com/prepare-for-change/
realfarmacy.com,Low,,,,,,Unknown,,https://mediabiasfactcheck.com/realfarmacy/
gopocalypse.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/gopocalypse/
eastbaytimes.com,High,LeftCenter,Newspaper,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/east-bay-times/
ghost.report/,Mixed,,,,,"Right, Propaganda, Conspiracy",USA,,https://mediabiasfactcheck.com/ghost-report/
higherperspectives.com,Mixed,,,,,,Unknown,,https://mediabiasfactcheck.com/higher-perspective/
libcom.org,High,,,,,,,,https://mediabiasfactcheck.com/libcom-org/
news.grabien.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/grabien-news/
military.com,High,,,,,,USA,,https://mediabiasfactcheck.com/military-com/
cancer.news,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/cancer-news/
loveknowledge.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/love-knowledge/
examine.com,VeryHigh,,,,,,,,https://mediabiasfactcheck.com/examine-com/
cc.org,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
citizenfreepress.com,Mixed,Right,Website,HighTraffic,MediumCredibility,,USA,44,https://mediabiasfactcheck.com/citizen-free-press/
sonorannews.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/sonoran-news/
iefimerida.gr,Mixed,,,,,,Greece,,https://mediabiasfactcheck.com/iefimerida-gr/
ktva.com,High,,,,,,USA,,https://mediabiasfactcheck.com/ktva-11/
lastampa.it,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
renewedright.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/renewedright-com/
epi.org,High,LeftCenter,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/economic-policy-institute/
csis.org,VeryHigh,LeastBiased,OrganizationFoundation,MediumTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/
jewwatch.com,Low,,,,,,,,https://mediabiasfactcheck.com/jew-watch/
france24.com,High,,,,,,France,,https://mediabiasfactcheck.com/france24/
rawprogressive.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/raw-progressive/
laconiadailysun.com,High,,,,,,USA,,https://mediabiasfactcheck.com/laconia-daily-sun/
thecanary.co,MostlyFactual,,,,,,United Kingdom,,https://mediabiasfactcheck.com/the-canary-uk/
endingthefed.com,Low,,,,,,,,https://mediabiasfactcheck.com/ending-the-fed-news/
ocweekly.com,High,,,,,,,,https://mediabiasfactcheck.com/oc-weekly/
molad.org,High,,,,,,,,https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/
lamag.com,High,,,,,,USAWorld Press Freedom Index,,https://mediabiasfactcheck.com/los-angeles-magazine/
texasmonthly.com,High,,,,,,,,https://mediabiasfactcheck.com/texas-monthly/
cnntimes.online,Mixed,,,,,,,,https://mediabiasfactcheck.com/sparkscnntimes/
tashnews.com,Low,,,,,,,,https://mediabiasfactcheck.com/tashnews/
realclearreligion.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/realclearreligion/
iheartintelligence.com,Mixed,,,,,,Bulgaria,,https://mediabiasfactcheck.com/i-heart-intelligence/
stepfeed.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/stepfeed/
jstor.org,High,,,,,,USA,,https://mediabiasfactcheck.com/jstore-daily/
bongino.com,Mixed,FarRight,Website,HighTraffic,LowCredibility,"Right Bias, Conspiracy, Propaganda, Lack of Transparency, Failed Fact Checks",USA,45,https://mediabiasfactcheck.com/bongino-com/
fitchratings.com,High,,,,,,USA,,https://mediabiasfactcheck.com/fitch-ratings/
infogalactic.com,Low,,,,,,,,https://mediabiasfactcheck.com/infogalactic/
independent.com,,,,,,,,,https://mediabiasfactcheck.com/sources-pending/
globetoday.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/globe-today/
theusa-news.com,Low,,,,,,,,https://mediabiasfactcheck.com/fresh-news-usa/
rightsmarts.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/right-smarts/
mixi.media,Low,,,,,"Poor Sourcing, Pseudoscience, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/mixi-media/
exposinggovernment.com,Low,,,,,,,,https://mediabiasfactcheck.com/exposing-government/
insidesources.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/insidesources/
newsnow.co.uk,Mixed,,,,,,United Kingdom,,https://mediabiasfactcheck.com/newsnow-uk/
newsline.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/newsline/
thefiscaltimes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-fiscal-times/
theness.com,High,,,,,,,,https://mediabiasfactcheck.com/new-england-skeptical-society/
trueactivist.com,Low,,,,,"Extreme Left, Conspiracy, Propaganda, Pseudoscience, Poor Sourcing, Lack of Transparency",Germany,,https://mediabiasfactcheck.com/true-activist/
redwhiteandright.com,Low,,,,,,,,https://mediabiasfactcheck.com/red-white-and-right/
medicalnewstoday.com,High,ProScience,Website,HighTraffic,HighCredibility,,United Kingdom,33,https://mediabiasfactcheck.com/medical-news-today/
differencebetween.net,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/differencebetween-net/
moonbattery.com/,Low,,,,,"Extreme Right, Conspiracy, Propaganda, Some Fake News,",USA,,https://mediabiasfactcheck.com/moonbattery/
sfchronicle.com,High,,,,,,USA,,https://mediabiasfactcheck.com/san-francisco-chronicle/
chinadaily.com.cn,Mixed,,,,,State Propaganda,China,,https://mediabiasfactcheck.com/china-daily/
dangerous.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/dangerous/
thehornnews.com,Low,,,,,"Extreme Right, Propaganda, Failed Fact Checks",USA,,https://mediabiasfactcheck.com/the-horn-news/
feministing.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/feministing/
euractiv.com,High,,,,,,Belgium,,https://mediabiasfactcheck.com/euractiv/
sciencevibe.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/science-vibe/
energycitizens.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/energy-citizens/
getreligion.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/get-religion/
eluxemagazine.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/eluxe-magazine/
pogo.org,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/constitution-project/
strategic-culture.org,,,,,,"Extreme Right, Conspiracy, Propaganda, Complete Lack of Transparency",Russia,,https://mediabiasfactcheck.com/strategic-culture-foundation/
leaderpost.com,High,,,,,,Canada,,https://mediabiasfactcheck.com/regina-leader-post/
thestreet.com,High,,,,,,USA,,https://mediabiasfactcheck.com/thestreet/
stripes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/stars-and-stripes/
darientimes.com,High,,,,,,USA,,https://mediabiasfactcheck.com/darien-times/
carepublican.com,High,,,,,,,,https://mediabiasfactcheck.com/the-california-republican/
conservativemedia.com,Low,,,,,,,,https://mediabiasfactcheck.com/conservative-media/
republicanssucks.org,Mixed,,,,,,,,https://mediabiasfactcheck.com/republicans-suck/
freewestmedia.com,Mixed,Right,Website,MinimalTraffic,LowCredibility,"Conspiracy Theories, Pseudoscience, Propaganda, Poor Sourcing, Lack of Transparency",Sweden,3,https://mediabiasfactcheck.com/free-west-media/
francetvinfo.fr,High,,,,,,France,,https://mediabiasfactcheck.com/france-info/
conservativesus.party,Mixed,,,,,,Unknown,,https://mediabiasfactcheck.com/proud-conservatives/
lubbockonline.com,High,,,,,,USA,,https://mediabiasfactcheck.com/lubbock-avalanche-journal/
realclearinvestigations.com,MostlyFactual,RightCenter,Website,MediumTraffic,HighCredibility,,USA,44,https://mediabiasfactcheck.com/real-clear-investigations/
faithfamilyamerica.com,High,,,,,,USA,,https://mediabiasfactcheck.com/faith-family-america/
rapidcityjournal.com,High,,,,,,USA,,https://mediabiasfactcheck.com/rapid-city-journal/
21stcenturywire.com,Mixed,Right,Website,MediumTraffic,LowCredibility,,USA,45,https://mediabiasfactcheck.com/21st-century-wire/
earthfirstjournal.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/earth-first-journal/
relevantmagazine.com,High,,,,,,,,https://mediabiasfactcheck.com/relevant-magazine/
crisisgroup.org,VeryHigh,,,,,,Belgium,,https://mediabiasfactcheck.com/international-crisis-group/
deplorablemovement2020.news,Low,,,,,,,,https://mediabiasfactcheck.com/deplorable-movement-2020/
cumberlink.com,High,,,,,,,,https://mediabiasfactcheck.com/the-sentinel-pennsylvania/
theuspatriot.com,Low,,,,,,,,https://mediabiasfactcheck.com/the-us-patriot/
politicer.com,,,,,,,,,https://mediabiasfactcheck.com/politicer/
sandiegoreader.com,High,,,,,,USA,,https://mediabiasfactcheck.com/san-diego-reader/
capitalgazette.com,High,,,,,,USA,,https://mediabiasfactcheck.com/capital-gazette/
cei.org,Low,,,,,"Far Right Bias, Propaganda, Poor Sourcing, Lack of Transparency, Rejection of Scientific Consensus",USA,,https://mediabiasfactcheck.com/competitive-enterprise-institute/
justicedenied.org,High,,,,,,USA,,https://mediabiasfactcheck.com/justice-denied/
theburningspear.com,High,,,,,,,,https://mediabiasfactcheck.com/the-burning-spear/
sickchirpse.com,,,,,,Some Fake News,United Kingdom,,https://mediabiasfactcheck.com/sick-chirpse/
news.mongabay.com,High,,,,,,,,https://mediabiasfactcheck.com/mongabay/
latest.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/latest-com/
alexanderhiggins.com,Mixed,,,,,,,,https://mediabiasfactcheck.com/higgins-news-network/
sciencing.com,High,,,,,,USA,,https://mediabiasfactcheck.com/sciencing/
amgreatness.com,Mixed,Right,Website,MediumTraffic,MediumCredibility,,USA,45,https://mediabiasfactcheck.com/american-greatness/
mainebeacon.com,High,,,,,,,,https://mediabiasfactcheck.com/maine-beacon/
pandemic.news,VeryLow,,,,,,USA,,https://mediabiasfactcheck.com/pandemic-news/
ageofautism.com,Low,Right,OrganizationFoundation,MinimalTraffic,LowCredibility,,USA,45,https://mediabiasfactcheck.com/age-of-autism/
quantamagazine.org,VeryHigh,,,,,,,,https://mediabiasfactcheck.com/quanta-magazine/
sltrib.com,High,,,,,,USA,,https://mediabiasfactcheck.com/salt-lake-tribune/
financialexpress.com,Mixed,,,,,,India,,https://mediabiasfactcheck.com/financial-express/
americanimmigrationcouncil.org,High,,,,,,USA,,https://mediabiasfactcheck.com/american-immigration-council/
harvardpolitics.com,High,,,,,,USA,,https://mediabiasfactcheck.com/harvard-political-review/
moronmajority.com,,,,,,,USA,,https://mediabiasfactcheck.com/moronmajority-com/
americanscientist.org,VeryHigh,ProScience,Magazine,MediumTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/american-scientist/
scoopnest.com,Mixed,,,,,,France,,https://mediabiasfactcheck.com/scoopnest/
friendsofscience.org,Mixed,,,,,,Canada,,https://mediabiasfactcheck.com/friends-of-science/
patriotbeat.com,Mixed,,,,,"Extreme Right, Propaganda",Unknown,,https://mediabiasfactcheck.com/patriot-beat/
iop.org,VeryHigh,,,,,,United Kingdom,,https://mediabiasfactcheck.com/institute-of-physics-iop/
civilbeat.org,High,,,,,,USA,,https://mediabiasfactcheck.com/honolulu-civil-beat/
archaeology-world.com,,,,,,"Poor Sourcing, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/archaeology-world/
shariawatch.org.uk,,,,,,"Extreme Right, Propaganda, Conspiracy, Hate Group",United Kingdom,,https://mediabiasfactcheck.com/sharia-watch-uk/
techxplore.com,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/techxplore/
freedomnewsreport.com,Mixed,,,,,"Right, Propaganda, Lack of Disclosure",USA,,https://mediabiasfactcheck.com/freedom-news-report/
amsterdamnews.com,High,,,,,,USA,,https://mediabiasfactcheck.com/new-york-amsterdam-news/
revealnews.org,High,,,,,,USA,,https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/
skeptoid.com,VeryHigh,ProScience,Website,MinimalTraffic,HighCredibility,,USA,45,https://mediabiasfactcheck.com/skeptoid/
satirev.org,,,,,,,,,https://mediabiasfactcheck.com/satire-v/
thehumanist.com,High,,,,,,USA,,https://mediabiasfactcheck.com/the-humanist-magazine/
frontiersin.org,High,,,,,,Switzerland,,https://mediabiasfactcheck.com/frontiers-in-psychology/
firstcoastnews.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/first-coast-news/
dailyclimate.org,High,,,,,,USA,,https://mediabiasfactcheck.com/the-daily-climate/
sbsun.com,High,,,,,,USA,,https://mediabiasfactcheck.com/san-bernardino-sun/
politizoom.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/politizoom/
beinglibertarian.com,MostlyFactual,,,,,,USA,,https://mediabiasfactcheck.com/being-libertarian/
outabouter.com,,,,,,,,,https://mediabiasfactcheck.com/the-out-and-abouter/
justfactsdaily.com,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/just-facts-daily/
sciencebasedmedicine.org,VeryHigh,,,,,,USA,,https://mediabiasfactcheck.com/science-based-medicine/
nhk.or.jp,High,,,,,,Japan,,https://mediabiasfactcheck.com/nhk-nippon-hoso-kyokai/
escapeallthesethings.com,Low,,,,,,,,https://mediabiasfactcheck.com/escape-all-these-things/
codepink.org,Mixed,,,,,,USA,,https://mediabiasfactcheck.com/code-pink/
homelandsecuritynewswire.com,High,,,,,,USA,,https://mediabiasfactcheck.com/homeland-security-news-wire/
nodisinfo.com,Low,,,,,,,,https://mediabiasfactcheck.com/nodisinfo/
leftfootforward.org,Mixed,LeftCenter,Website,MinimalTraffic,MediumCredibility,,United Kingdom,44,https://mediabiasfactcheck.com/left-foot-forward/
liveleak.com,Mixed,RightCenter,Website,HighTraffic,LowCredibility,"Lack of Transparency, False Information, Poor Sourcing",United Kingdom,35,https://mediabiasfactcheck.com/liveleak/
politicalite.com,Mixed,,,,,,United Kingdom,,https://mediabiasfactcheck.com/politcalite-uk/
thatsnonsense.com,High,,,,,,United Kingdom,,https://mediabiasfactcheck.com/thats-nonsense/
skepticink.com,Mixed,NotRated,Website,MinimalTraffic,LowCredibility,"Poor Sourcing, Lack of Transparency",Unknown,,https://mediabiasfactcheck.com/skeptic-ink/
